data_num,MQ7,MQ2,MQ4,MQ5,MQ5,MQ3,Label
1989,126,73,100,85,85,134,2
1990,125,74,99,84,85,134,2
1991,126,73,99,85,86,133,2
1992,126,73,99,89,84,135,2
1993,126,73,99,85,85,135,2
1994,127,73,99,84,86,134,2
1995,126,73,99,85,84,135,2
1996,127,73,100,85,86,135,2
1997,127,71,100,85,89,136,2
1998,127,72,100,84,85,136,2
1999,127,74,99,86,85,138,2
2000,128,73,99,88,85,136,2
2001,127,73,100,84,85,135,2
2002,128,75,99,86,85,136,2
2003,130,73,101,85,87,137,2
2004,130,73,100,89,89,138,2
2005,128,76,102,88,85,137,2
2006,129,74,99,85,86,137,2
2007,129,73,100,85,85,137,2
2008,128,73,98,85,87,138,2
2009,129,74,101,85,85,138,2
2010,129,76,100,85,86,138,2
2011,129,73,100,85,85,137,2
2012,129,73,100,85,87,140,2
2013,131,73,102,85,85,138,2
2014,130,74,100,85,86,139,2
2015,130,73,100,85,85,143,2
2016,130,73,100,83,85,138,2
2017,130,75,100,85,85,139,2
2018,130,73,100,85,85,140,2
2019,130,76,99,85,86,140,2
2020,130,74,99,84,86,140,2
2021,130,74,99,85,86,140,2
2022,129,75,99,87,86,141,2
2023,130,75,100,85,85,141,2
2024,130,74,99,85,84,141,2
2025,130,74,97,85,86,141,2
2026,130,74,100,82,86,142,2
2027,129,76,100,86,85,143,2
2028,130,73,100,85,85,143,2
2029,130,75,100,85,85,141,2
2030,130,75,100,86,86,145,2
2031,129,74,100,86,85,142,2
2032,130,76,100,87,85,144,2
2033,130,75,100,85,86,143,2
2034,130,74,100,85,86,143,2
2035,131,74,101,85,86,143,2
2036,130,74,101,85,86,143,2
2037,130,71,100,85,85,143,2
2038,130,74,100,84,85,142,2
2039,130,74,100,85,85,144,2
2040,131,75,102,85,85,144,2
2041,131,74,100,85,85,144,2
2042,131,74,100,86,85,144,2
2043,131,75,99,85,86,144,2
2044,131,74,100,85,85,143,2
2045,132,74,100,85,85,147,2
2046,133,75,100,85,85,143,2
2047,132,77,101,85,86,145,2
2048,132,75,100,85,86,145,2
2049,133,75,100,85,85,145,2
2050,133,75,100,85,84,146,2
2051,134,75,102,86,86,145,2
2052,134,75,100,85,85,147,2
2053,134,74,99,85,85,146,2
2054,134,77,100,87,85,146,2
2055,135,75,100,85,85,149,2
2056,135,75,100,85,86,146,2
2057,135,73,100,85,86,146,2
2058,136,76,99,86,86,148,2
2059,136,75,100,85,85,148,2
2060,136,76,100,85,85,147,2
2061,137,75,100,85,86,147,2
2062,136,75,101,86,87,147,2
2063,137,76,100,86,88,147,2
2064,137,76,100,86,86,148,2
2065,138,77,101,87,86,148,2
2066,137,76,101,86,86,148,2
2067,137,76,100,85,85,148,2
2068,137,76,100,86,88,148,2
2069,137,76,100,85,85,150,2
2070,137,76,104,86,86,151,2
2071,137,78,101,85,85,149,2
2072,137,76,100,85,86,149,2
2073,139,76,102,83,90,149,2
2074,138,76,101,86,85,149,2
2075,139,75,101,85,85,149,2
2076,138,76,100,86,85,150,2
2077,138,75,100,86,84,150,2
2078,138,76,101,85,88,150,2
2079,138,76,100,85,84,150,2
2080,138,76,101,86,85,149,2
2081,139,77,99,86,86,149,2
2082,138,76,101,85,86,149,2
2083,138,76,100,86,84,150,2
2084,139,77,101,81,86,152,2
2085,139,78,99,86,86,148,2
2086,139,76,101,85,85,151,2
2087,139,76,100,86,87,151,2
2088,140,75,102,86,84,151,2
2089,139,76,101,86,86,151,2
2090,140,76,101,86,85,151,2
2091,140,76,101,85,85,150,2
2092,140,77,101,88,86,153,2
2093,140,76,101,86,85,150,2
2094,140,77,101,86,85,152,2
2095,141,76,101,86,86,151,2
2096,141,77,99,86,85,153,2
2097,141,76,100,85,85,153,2
2098,142,77,100,86,85,152,2
2099,142,75,101,86,85,152,2
2100,142,77,101,87,86,152,2
2101,142,77,101,86,85,152,2
2102,142,77,102,86,88,152,2
2103,142,77,100,86,86,152,2
2104,142,77,105,85,86,152,2
2105,142,77,101,85,85,153,2
2106,143,76,101,86,85,153,2
2107,143,77,101,86,90,152,2
2108,143,77,101,87,85,155,2
2109,143,77,101,85,85,152,2
2110,143,77,101,86,86,153,2
2111,145,77,103,86,86,153,2
2112,143,77,101,86,85,153,2
2113,143,76,100,86,86,153,2
2114,143,77,99,86,86,152,2
2115,144,77,101,85,85,153,2
2116,144,77,100,86,89,153,2
2117,144,77,101,86,85,153,2
2118,144,77,101,86,87,154,2
2119,144,77,101,86,85,154,2
2120,145,77,102,86,88,153,2
2121,145,77,101,86,85,154,2
2122,145,76,101,86,86,153,2
2123,145,79,101,86,89,154,2
2124,146,77,101,89,85,155,2
2125,146,77,101,86,86,156,2
2126,146,78,100,86,86,154,2
2127,147,77,103,86,87,154,2
2128,147,78,102,86,84,154,2
2129,147,77,101,85,90,153,2
2130,147,77,100,86,86,154,2
2131,149,77,101,87,86,154,2
2132,148,78,101,87,86,154,2
2133,149,78,101,87,85,154,2
2134,149,77,105,86,86,154,2
2135,149,79,101,89,86,154,2
2136,150,78,102,85,85,155,2
2137,150,80,101,87,86,156,2
2138,151,78,101,86,85,155,2
2139,151,78,99,86,86,155,2
2140,151,77,101,85,86,155,2
2141,152,78,102,87,90,155,2
2142,153,77,101,87,85,155,2
2143,152,78,101,86,86,155,2
2144,153,78,101,86,85,155,2
2145,153,78,101,86,86,156,2
2146,156,78,101,86,85,155,2
2147,155,78,104,86,85,155,2
2148,154,76,101,86,85,156,2
2149,155,78,102,86,86,155,2
2150,156,78,101,87,86,156,2
2151,157,77,102,90,90,158,2
2152,157,78,102,85,86,156,2
2153,157,78,101,86,86,156,2
2154,158,78,103,87,86,158,2
2155,158,78,100,86,84,156,2
2156,160,78,102,86,86,156,2
2157,159,78,101,86,86,156,2
2158,159,78,101,87,85,156,2
2159,160,78,101,86,86,156,2
2160,160,79,101,89,85,157,2
2161,161,79,102,85,86,157,2
2162,161,80,101,89,86,157,2
2163,161,77,105,87,86,157,2
2164,162,79,101,86,86,156,2
2165,162,77,102,87,86,159,2
2166,162,78,102,87,86,157,2
2167,163,78,100,86,86,157,2
2168,164,78,103,86,86,158,2
2169,164,78,101,86,85,158,2
2170,164,78,102,86,86,157,2
2171,165,78,101,86,86,156,2
2172,165,78,102,86,85,157,2
2173,165,79,102,87,87,157,2
2174,166,79,100,87,85,158,2
2175,166,78,101,86,86,157,2
2176,166,79,100,86,86,158,2
2177,168,78,102,87,86,160,2
2178,167,78,101,86,87,158,2
2179,167,79,101,86,89,158,2
2180,168,78,102,86,88,158,2
2181,168,78,100,86,86,158,2
2182,169,79,104,86,86,158,2
2183,168,79,101,86,85,158,2
2184,169,78,102,87,86,158,2
2185,169,79,102,86,85,158,2
2186,170,79,102,87,86,160,2
2187,170,79,106,87,86,157,2
2188,170,79,102,87,86,158,2
2189,170,79,101,85,86,157,2
2190,171,81,102,87,85,158,2
2191,171,78,102,85,86,159,2
2192,171,79,102,87,86,159,2
2193,171,79,103,86,86,158,2
2194,172,79,103,87,88,159,2
2195,172,79,101,86,85,159,2
2196,172,78,102,86,85,158,2
2197,172,80,101,87,91,159,2
2198,173,78,102,86,86,159,2
2199,173,79,101,87,86,159,2
2200,173,78,101,86,86,159,2
2201,173,79,102,87,86,158,2
2202,174,79,102,88,86,160,2
2203,174,79,102,85,85,159,2
2204,174,79,102,87,86,159,2
2205,176,80,103,86,86,159,2
2206,175,80,100,86,85,159,2
2207,175,79,102,87,86,160,2
2208,175,80,102,86,86,159,2
2209,176,80,102,87,86,160,2
2210,176,80,102,87,87,159,2
2211,176,80,101,86,85,160,2
2212,176,80,102,86,85,159,2
2213,176,80,102,86,86,159,2
2214,177,79,102,86,86,158,2
2215,177,80,102,86,86,160,2
2216,177,80,102,87,85,160,2
2217,177,79,102,86,86,160,2
2218,177,81,102,88,88,161,2
2219,177,79,102,85,86,160,2
2220,178,80,102,87,86,160,2
2221,178,80,102,86,86,159,2
2222,178,80,101,91,87,159,2
2223,178,80,102,87,85,160,2
2224,178,80,102,85,88,159,2
2225,179,80,102,87,86,160,2
2226,180,80,103,86,86,159,2
2227,179,80,102,87,86,159,2
2228,179,79,102,87,86,161,2
2229,179,80,102,86,85,160,2
2230,180,80,102,87,86,160,2
2231,180,80,104,86,87,159,2
2232,180,80,102,86,86,160,2
2233,180,80,102,85,86,160,2
2234,180,80,102,86,86,160,2
2235,181,80,102,86,86,163,2
2236,180,80,102,86,88,160,2
2237,180,80,102,87,85,160,2
2238,181,80,102,86,86,160,2
2239,181,82,102,88,86,160,2
2240,181,79,101,86,86,160,2
2241,181,80,102,86,86,159,2
2242,182,80,102,86,86,160,2
2243,181,80,101,87,86,160,2
2244,182,79,101,86,86,161,2
2245,182,80,102,85,86,160,2
2246,182,79,101,87,90,163,2
2247,183,80,103,86,86,159,2
2248,182,80,101,86,86,160,2
2249,182,80,102,87,85,160,2
2250,182,80,101,86,88,160,2
2251,183,80,102,86,85,160,2
2252,183,80,102,86,86,160,2
2253,183,82,102,87,86,160,2
2254,183,81,102,85,86,160,2
2255,184,81,102,87,86,160,2
2256,184,80,102,87,86,160,2
2257,184,80,103,86,86,160,2
2258,184,80,102,87,86,160,2
2259,184,80,102,86,86,160,2
2260,184,81,102,87,86,160,2
2261,187,81,103,87,85,159,2
2262,184,77,101,87,86,160,2
2263,185,80,102,87,86,160,2
2264,185,80,102,86,86,160,2
2265,185,81,102,89,86,161,2
2266,185,80,102,85,86,160,2
2267,185,82,102,87,86,161,2
2268,187,80,102,86,86,161,2
2269,185,81,101,86,86,160,2
2270,185,83,102,87,86,162,2
2271,186,81,102,86,86,160,2
2272,186,81,102,85,86,160,2
2273,186,80,104,86,87,159,2
2274,186,80,101,86,86,160,2
2275,186,80,102,86,86,160,2
2276,186,81,102,86,86,160,2
2277,186,79,102,87,86,161,2
2278,187,80,102,87,86,160,2
2279,187,81,102,87,86,160,2
2280,187,80,104,86,88,160,2
2281,187,80,101,87,85,160,2
2282,187,80,100,86,86,161,2
2283,187,82,102,86,90,160,2
2284,187,80,102,86,86,160,2
2285,188,81,101,86,86,160,2
2286,188,81,102,85,86,160,2
2287,188,80,102,85,85,160,2
2288,188,79,103,88,85,162,2
2289,188,84,102,81,84,160,2
2290,188,81,102,86,86,160,2
2291,190,81,104,87,86,159,2
2292,188,81,101,87,86,163,2
2293,189,80,102,87,86,159,2
2294,189,81,102,87,86,160,2
2295,189,81,102,86,86,160,2
2296,189,81,103,87,87,160,2
2297,189,82,102,88,86,161,2
2298,189,81,101,89,86,160,2
2299,190,81,102,87,86,160,2
2300,190,81,102,87,86,159,2
2301,190,83,102,86,85,160,3
2302,190,79,101,87,86,161,3
2303,190,81,102,87,86,160,3
2304,190,81,102,86,84,160,3
2305,190,81,104,86,87,159,3
2306,190,81,101,87,85,160,3
2307,190,80,101,86,86,159,3
2308,190,82,102,86,86,159,3
2309,190,81,102,87,86,161,3
2310,190,81,102,86,85,160,3
2311,190,80,102,87,85,160,3
2312,191,82,102,86,86,158,3
2313,191,82,102,88,86,160,3
2314,191,81,102,87,86,159,3
2315,191,81,102,87,86,159,3
2316,192,81,103,87,86,159,3
2317,191,81,101,87,86,159,3
2318,191,80,98,91,86,159,3
2319,191,84,102,87,86,159,3
2320,191,80,103,86,86,159,3
2321,191,82,102,87,86,159,3
2322,191,81,102,88,86,160,3
2323,191,81,102,87,86,159,3
2324,191,81,101,87,85,160,3
2325,191,81,104,87,88,159,3
2326,191,81,101,86,85,159,3
2327,192,80,106,86,86,159,3
2328,192,81,101,86,86,159,3
2329,193,81,102,87,86,159,3
2330,192,81,101,87,86,158,3
2331,192,79,102,88,86,161,3
2332,192,81,102,87,86,157,3
2333,192,81,102,87,86,159,3
2334,193,81,108,88,85,159,3
2335,192,82,101,87,85,159,3
2336,193,81,102,87,86,159,3
2337,193,81,102,87,86,158,3
2338,192,81,104,88,86,159,3
2339,192,81,102,87,88,159,3
2340,192,82,102,87,85,159,3
2341,194,82,102,86,86,158,3
2342,192,83,104,90,86,158,3
2343,193,81,102,85,86,157,3
2344,195,81,102,87,86,159,3
2345,193,81,102,88,87,160,3
2346,193,81,102,86,86,158,3
2347,193,81,102,86,87,160,3
2348,193,81,102,87,86,157,3
2349,193,82,100,88,86,158,3
2350,194,81,105,87,86,158,3
2351,193,81,101,87,85,158,3
2352,193,80,102,87,85,161,3
2353,192,82,101,87,85,158,3
2354,193,82,102,86,86,158,3
2355,193,82,102,88,86,157,3
2356,193,81,102,87,86,158,3
2357,194,81,106,87,86,158,3
2358,193,82,102,87,85,158,3
2359,193,84,102,87,86,157,3
2360,193,82,102,86,86,158,3
2361,193,81,103,88,86,160,3
2362,193,82,102,88,86,158,3
2363,193,81,101,87,85,158,3
2364,193,81,103,86,86,158,3
2365,193,83,102,89,86,158,3
2366,193,81,102,89,88,160,3
2367,193,81,102,87,86,157,3
2368,193,82,102,87,86,157,3
2369,193,81,102,87,86,158,3
2370,193,80,104,87,85,158,3
2371,193,82,103,87,87,158,3
2372,193,81,102,87,84,158,3
2373,193,81,105,87,86,158,3
2374,193,82,101,89,85,158,3
2375,193,82,102,86,86,157,3
2376,193,82,102,87,86,158,3
2377,193,81,103,88,86,159,3
2378,193,82,102,88,86,157,3
2379,193,82,102,87,86,158,3
2380,193,81,103,87,86,157,3
2381,194,81,102,87,86,158,3
2382,193,81,102,88,85,157,3
2383,193,82,107,87,86,157,3
2384,193,82,103,87,86,158,3
2385,193,82,103,87,86,157,3
2386,193,82,102,89,86,160,3
2387,194,81,102,87,86,157,3
2388,194,83,103,89,86,158,3
2389,194,81,102,86,86,158,3
2390,193,84,103,88,86,157,3
2391,194,81,103,87,86,158,3
2392,194,82,102,87,85,157,3
2393,194,82,103,87,86,157,3
2394,195,83,106,87,88,158,3
2395,194,82,103,90,85,158,3
2396,194,82,102,86,85,158,3
2397,194,83,101,87,85,157,3
2398,195,82,105,87,86,157,3
2399,194,82,101,88,86,157,3
2400,194,82,103,87,86,158,3
2401,193,82,102,87,86,157,3
2402,194,82,102,88,86,157,3
2403,194,82,105,87,87,157,3
2404,193,82,101,87,85,157,3
2405,194,82,104,87,85,157,3
2406,193,82,102,88,85,157,3
2407,194,82,103,87,86,158,3
2408,193,82,103,87,86,157,3
2409,193,83,104,88,86,157,3
2410,193,82,103,86,86,156,3
2411,193,82,103,88,86,157,3
2412,193,81,103,89,86,157,3
2413,193,82,102,88,86,157,3
2414,193,81,103,87,86,157,3
2415,192,82,103,87,86,158,3
2416,193,81,103,88,86,159,3
2417,193,82,103,88,86,157,3
2418,193,82,102,88,86,157,3
2419,193,82,105,88,87,155,3
2420,192,82,100,88,85,157,3
2421,193,82,103,87,86,157,3
2422,193,82,103,87,88,156,3
2423,192,82,103,87,85,157,3
2424,192,82,103,88,87,157,3
2425,193,82,103,88,85,157,3
2426,192,82,103,88,82,160,3
2427,193,82,102,88,86,157,3
2428,194,82,103,88,86,157,3
2429,192,82,103,88,86,157,3
2430,193,82,103,87,85,157,3
2431,193,82,103,88,87,156,3
2432,193,82,103,88,86,156,3
2433,193,82,104,91,89,159,3
2434,193,83,103,88,86,157,3
2435,193,82,103,86,86,157,3
2436,193,84,102,88,86,157,3
2437,192,81,103,88,86,157,3
2438,192,82,102,88,86,157,3
2439,193,82,103,88,85,156,3
2440,193,82,104,88,86,157,3
2441,195,83,103,89,86,158,3
2442,193,82,103,88,86,157,3
2443,193,82,102,88,86,156,3
2444,194,82,104,87,86,156,3
2445,193,82,101,88,86,156,3
2446,193,82,102,87,86,156,3
2447,193,82,103,88,86,156,3
2448,193,83,103,89,86,158,3
2449,193,82,103,88,86,156,3
2450,193,84,103,88,86,157,3
2451,194,82,103,88,86,157,3
2452,193,82,101,88,86,157,3
2453,194,82,103,87,86,157,3
2454,193,82,103,88,85,156,3
2455,194,82,103,89,86,159,3
2456,194,81,103,92,86,156,3
2457,194,83,103,90,86,157,3
2458,196,82,102,86,86,156,3
2459,194,84,103,88,86,156,3
2460,194,81,103,88,86,157,3
2461,193,82,103,88,86,156,3
2462,194,82,103,88,86,157,3
2463,194,82,103,88,86,157,3
2464,194,84,103,88,85,156,3
2465,194,82,103,86,86,156,3
2466,194,82,101,88,85,156,3
2467,195,82,104,88,86,157,3
2468,196,82,102,88,87,156,3
2469,195,82,103,88,86,156,3
2470,194,83,103,86,86,154,3
2471,195,83,103,90,87,158,3
2472,195,82,103,88,86,156,3
2473,194,83,102,88,84,156,3
2474,195,82,104,88,85,156,3
2475,195,83,102,87,86,156,3
2476,195,82,103,88,86,156,3
2477,195,83,103,88,88,155,3
2478,195,82,103,88,85,155,3
2479,195,82,103,87,86,156,3
2480,194,88,102,90,86,156,3
2481,195,81,103,88,86,157,3
2482,195,82,102,88,86,156,3
2483,195,81,103,88,86,157,3
2484,195,82,103,87,86,156,3
2485,195,83,103,88,86,158,3
2486,195,82,103,88,86,156,3
2487,195,82,103,88,86,155,3
2488,195,83,105,88,86,155,3
2489,196,82,101,88,86,157,3
2490,195,82,103,86,85,156,3
2491,195,82,103,88,85,156,3
2492,195,83,103,88,86,156,3
2493,195,83,103,88,87,156,3
2494,195,83,103,88,85,156,3
2495,195,82,103,88,86,156,3
2496,195,82,104,88,86,156,3
2497,195,82,103,88,87,155,3
2498,195,82,103,87,87,156,3
2499,195,82,103,88,90,156,3
2500,195,82,104,88,86,155,3
2501,195,82,104,89,86,157,3
2502,195,83,105,89,87,155,3
2503,195,83,103,88,85,156,3
2504,195,82,103,87,86,155,3
2505,195,83,103,88,86,156,3
2506,195,83,103,88,86,158,3
2507,195,82,103,88,86,156,3
2508,195,82,102,88,86,157,3
2509,195,83,103,88,86,156,3
2510,195,86,103,90,89,156,3
2511,195,81,103,88,86,156,3
2512,195,83,103,88,85,156,3
2513,196,82,103,88,86,156,3
2514,195,82,103,88,88,155,3
2515,195,82,103,88,89,157,3
2516,195,82,103,86,86,156,3
2517,195,85,103,89,86,156,3
2518,195,82,103,86,86,156,3
2519,195,83,103,89,85,156,3
2520,195,82,103,87,86,156,3
2521,195,84,103,88,86,155,3
2522,195,83,103,89,84,156,3
2523,195,83,105,87,88,155,3
2524,194,83,103,88,85,157,3
2525,195,82,103,87,86,156,3
2526,195,83,101,88,86,156,3
2527,196,82,104,88,86,156,3
2528,195,83,103,88,87,156,3
2529,194,83,103,88,88,156,3
2530,194,84,103,88,86,156,3
2531,195,83,103,90,86,158,3
2532,194,81,104,88,86,156,3
2533,194,82,102,88,86,156,3
2534,195,83,103,88,86,156,3
2535,194,83,103,88,86,156,3
2536,194,83,103,91,85,159,3
2537,194,83,103,88,86,156,3
2538,194,82,102,88,86,157,3
2539,194,83,105,88,86,155,3
2540,193,82,101,88,85,155,3
2541,193,82,103,87,85,155,3
2542,193,82,103,88,86,156,3
2543,193,82,103,90,86,158,3
2544,192,83,103,88,87,156,3
2545,192,84,103,88,84,156,3
2546,193,84,105,89,86,156,3
2547,192,83,103,89,86,156,3
2548,192,83,103,88,85,156,3
2549,192,83,103,89,85,156,3
2550,191,83,103,90,86,158,3
2551,191,83,103,93,85,157,3
2552,191,84,104,89,86,156,3
2553,191,82,103,87,85,156,3
2554,191,84,103,87,86,156,3
2555,190,81,103,89,86,157,3
2556,190,82,103,88,86,157,3
2557,190,82,102,88,86,156,3
2558,190,82,105,88,86,155,3
2559,191,84,107,88,85,156,3
2560,189,82,103,87,86,156,3
2561,189,83,101,88,86,156,3
2562,189,83,103,88,84,156,3
2563,189,82,106,88,87,155,3
2564,189,83,103,88,85,156,3
2565,188,82,103,86,86,156,3
2566,188,84,103,89,85,156,3
2567,188,81,103,88,86,157,3
2568,187,83,103,89,86,156,3
2569,187,83,103,93,85,156,3
2570,187,83,103,88,85,157,3
2571,187,83,104,88,86,156,3
2572,187,83,105,88,85,155,3
2573,188,81,103,88,84,157,3
2574,186,82,103,90,86,157,3
2575,186,82,104,88,86,156,3
2576,186,83,104,88,86,159,3
2577,186,82,103,88,86,156,3
2578,186,84,104,89,85,160,3
2579,186,82,103,86,86,156,3
2580,185,85,103,88,86,157,3
2581,185,81,103,88,86,157,3
2582,185,83,103,88,86,157,3
2583,185,83,102,88,84,157,3
2584,185,83,105,88,88,155,3
2585,185,82,103,89,85,156,3
2586,185,82,103,86,86,156,3
2587,185,83,104,89,85,156,3
2588,186,83,103,88,85,156,3
2589,184,83,103,88,87,156,3
2590,184,83,103,88,85,156,3
2591,185,83,103,88,86,157,3
2592,184,82,102,89,86,157,3
2593,186,83,104,89,86,157,3
2594,184,83,104,88,86,156,3
2595,184,83,104,88,86,157,3
2596,185,83,103,88,86,156,3
2597,184,83,103,88,86,156,3
2598,184,83,105,88,87,155,3
2599,184,83,103,88,89,157,3
2600,184,82,103,87,85,156,3
2601,184,87,103,88,86,156,3
2602,184,82,103,87,85,156,3
2603,186,83,103,89,86,156,3
2604,184,83,104,89,86,158,3
2605,184,82,103,88,85,156,3
2606,184,84,104,91,85,157,3
2607,184,83,103,88,86,155,3
2608,184,83,102,89,86,156,3
2609,185,85,104,88,86,156,3
2610,184,83,103,88,86,157,3
2611,184,82,103,88,85,157,3
2612,184,83,103,88,86,156,3
2613,184,83,103,89,85,156,3
2614,184,83,105,89,88,155,3
2615,186,83,101,89,85,156,3
2616,184,82,103,87,86,156,3
2617,184,83,103,89,86,156,3
2618,184,83,103,89,86,158,3
2619,184,83,103,90,84,156,3
2620,184,83,103,88,86,156,3
2621,183,83,103,88,86,157,3
2622,184,83,103,90,86,157,3
2623,183,83,103,89,86,157,3
2624,184,83,102,88,86,156,3
2625,184,83,104,88,85,157,3
2626,183,83,105,88,88,155,3
2627,183,82,103,89,85,157,3
2628,183,82,104,90,86,156,3
2629,183,88,103,89,86,157,3
2630,184,82,103,87,86,160,3
2631,184,83,103,88,85,157,3
2632,184,82,103,87,85,157,3
2633,184,83,104,88,86,156,3
2634,184,83,103,88,85,158,3
2635,184,83,103,88,85,156,3
2636,184,83,102,88,86,158,3
2637,185,83,103,88,86,156,3
2638,184,83,103,88,86,157,3
2639,185,83,103,89,85,157,3
2640,184,83,103,88,86,157,3
2641,184,83,103,88,84,157,3
2642,186,84,103,86,86,156,3
2643,184,84,103,90,86,157,3
2644,184,81,102,88,90,157,3
2645,184,83,102,88,86,157,3
2646,185,86,103,88,86,157,3
2647,184,83,103,88,85,157,3
2648,184,83,103,88,86,159,3
2649,184,83,103,88,86,157,3
2650,184,83,102,88,86,157,3
2651,185,83,105,89,86,157,3
2652,185,83,103,89,85,158,3
2653,184,82,103,87,86,157,3
2654,184,83,103,88,85,157,3
2655,184,83,103,89,86,159,3
2656,185,83,103,88,85,156,3
2657,184,83,103,92,85,157,3
2658,184,83,104,88,85,156,3
2659,184,85,103,89,86,157,3
2660,184,81,103,88,85,158,3
2661,184,83,103,88,85,157,3
2662,185,83,103,88,86,160,3
2663,184,83,104,88,88,157,3
2664,184,83,103,88,85,158,3
2665,185,83,105,88,86,157,3
2666,184,83,103,88,85,157,3
2667,186,81,103,88,86,158,3
2668,185,83,103,88,86,158,3
2669,185,82,103,88,84,157,3
2670,184,83,105,88,87,158,3
2671,184,83,103,89,85,158,3
2672,184,82,104,87,85,158,3
2673,184,82,101,88,85,157,3
2674,185,83,104,88,86,158,3
2675,184,83,104,88,86,158,3
2676,184,83,103,88,85,158,3
2677,184,83,103,86,85,158,3
2678,184,84,103,90,86,159,3
2679,184,83,103,88,86,158,3
2680,184,83,103,88,86,161,3
2681,184,82,104,88,84,158,3
2682,184,84,103,88,85,157,3
2683,184,82,103,87,86,158,3
2684,184,83,105,88,86,157,3
2685,184,83,102,89,86,158,3
2686,184,83,106,88,86,158,3
2687,183,82,101,88,85,158,3
2688,183,82,103,87,86,158,3
2689,183,83,103,88,86,158,3
2690,183,83,103,89,85,160,3
2691,183,83,103,88,86,156,3
2692,182,84,103,90,86,159,3
2693,182,83,103,87,85,157,3
2694,182,83,102,88,86,158,3
2695,183,83,103,88,85,158,3
2696,182,83,104,88,87,158,3
2697,182,83,104,88,87,159,3
2698,182,82,103,87,86,158,3
2699,182,83,103,91,85,159,3
2700,182,83,105,88,86,158,3
2701,182,83,101,90,88,158,3
2702,182,82,103,87,86,158,3
2703,181,83,104,87,86,158,3
2704,181,83,103,89,86,160,3
2705,181,83,103,88,86,157,3
2706,184,83,102,88,86,158,3
2707,182,83,105,88,86,158,3
2708,182,83,102,88,85,158,3
2709,181,81,103,88,86,159,3
2710,181,83,103,88,86,158,3
2711,181,83,103,88,86,157,3
2712,182,83,103,88,87,158,3
2713,182,84,104,89,86,159,3
2714,182,83,103,88,85,158,3
2715,182,82,103,88,86,158,3
2716,182,83,103,88,86,158,3
2717,182,83,103,88,86,158,3
2718,182,83,103,89,85,160,3
2719,182,83,103,87,86,157,3
2720,182,83,102,88,84,157,3
2721,183,83,104,88,88,159,3
2722,182,83,103,88,86,158,3
2723,183,83,103,88,86,158,3
2724,183,83,103,88,85,158,3
2725,183,83,103,88,85,158,3
2726,183,83,105,88,88,159,3
2727,184,85,107,89,85,158,3
2728,184,82,103,86,86,158,3
2729,184,83,103,87,86,158,3
2730,184,83,102,88,86,162,3
2731,184,83,103,87,86,157,3
2732,184,83,103,88,90,158,3
2733,185,83,106,88,86,158,3
2734,184,83,102,88,86,158,3
2735,185,83,104,88,86,158,3
2736,185,83,103,88,85,158,3
2737,185,83,103,88,86,159,3
2738,185,83,103,88,86,158,3
2739,185,84,103,90,86,158,3
2740,185,83,104,88,86,157,3
2741,185,83,104,89,86,158,3
2742,185,81,104,87,85,159,3
2743,185,83,103,88,86,158,3
2744,186,83,103,88,86,160,3
2745,186,83,103,88,86,157,3
2746,186,83,102,88,86,158,3
2747,187,83,103,88,85,158,3
2748,187,83,104,88,85,159,3
2749,186,82,104,87,85,158,3
2750,186,82,104,89,86,158,3
2751,186,83,103,88,85,158,3
2752,187,83,104,88,87,158,3
2753,187,83,103,88,85,157,3
2754,187,82,104,86,86,158,3
2755,187,84,103,88,86,158,3
2756,187,81,104,89,86,158,3
2757,187,82,103,88,86,157,3
2758,187,83,102,88,84,158,3
2759,187,83,105,87,87,158,3
2760,187,83,102,88,84,157,3
2761,188,83,104,87,86,158,3
2762,187,83,103,88,86,158,3
2763,187,84,103,89,86,159,3
2764,187,83,104,90,86,159,3
2765,187,83,106,89,84,157,3
2766,188,83,103,88,86,158,3
2767,187,83,103,88,84,158,3
2768,189,83,106,88,90,157,3
2769,187,83,102,88,85,158,3
2770,187,83,104,88,86,158,3
2771,188,82,104,88,87,159,3
2772,188,83,103,88,85,158,3
2773,188,82,103,88,83,158,3
2774,188,85,103,89,83,157,3
2775,188,85,104,88,86,158,3
2776,189,83,103,88,86,158,3
2777,188,83,103,88,86,160,3
2778,188,83,103,88,86,158,3
2779,189,83,103,89,86,160,3
2780,189,83,103,88,86,157,3
2781,188,83,103,88,86,159,3
2782,190,83,105,88,86,158,3
2783,191,83,103,88,86,158,3
2784,189,82,103,87,85,158,3
2785,189,83,103,87,86,158,3
2786,189,83,103,88,85,158,3
2787,189,82,103,86,86,158,3
2788,189,85,103,89,86,158,3
2789,190,83,103,88,90,158,3
2790,190,83,103,87,86,158,3
2791,190,83,103,88,86,158,3
2792,190,82,104,88,88,158,3
2793,190,83,103,88,85,158,3
2794,190,83,105,88,86,158,3
2795,190,83,102,88,84,158,3
2796,191,83,105,88,87,158,3
2797,190,83,103,88,86,157,3
2798,190,82,104,87,86,158,3
2799,190,81,103,88,86,158,3
2800,190,83,103,88,86,159,3
2801,191,83,103,88,86,157,3
2802,190,82,102,88,85,157,3
2803,193,85,104,87,86,158,3
2804,191,84,103,88,86,158,3
2805,191,81,104,88,86,159,3
2806,191,83,103,89,86,157,3
2807,191,83,104,88,85,157,3
2808,191,83,104,86,86,157,3
2809,191,84,103,88,86,158,3
